"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,"Week Number","Unique Identifier","Start Day","Start Month","End Day","End Month",Aged,Ague,Apoplexy,Asthma,Bed-ridden,Blasted,Bleeding,Bloody-flux,Calenture,Cancer,Canker,"Chicken Pox",Child-Bed,Chrisoms,Cold,Colick,Consumption,Convulsion,Cough,Cramp,Diabetes,Dropsie,Falling-sickness,Fever,Fistula,"Flox and Small-Pox","Flox and Small-Pox (Descriptive Text)",Flux,French-Pox,Frets,Gangreen,Gout,Gravel,Grief,"Griping in the Guts",Headache,Headmouldshot,"Hooping Cough",Hiccough,Horshoehead,Impostume,Infants,Inflammation,Itch,Jaundies,Jaw-fallen,"Kings Evil",Leprosie,Lethargy,Liver-grown,Looseness,"Lunatick and Frenzy","Malignant Fever",Meagrim,Measles,Miscarriage,Mortification,Mother,"Noli me tangere",Palsie,Plague,Planet,Plurisie,Purples,Quinsie,Rash,Rheumatism,Rickets,"Rising of the Lights","Running of the Reins",Rupture,"Scald Head","Scarlet Fever",Sciatica,Scowring,Scurvy,Sores,Shingles,Spleen,Spotted-Fever,"St. Anthony's Fire",Starved,"Starved (Descriptive Text)",Stone,"Stopping of the Stomach",Strangury,Strongullion,Suddenly,Surfeit,"Swelling in the Throat",Swine-Pox,Teeth,Thrush,Tissick,Tympany,"Twisting of the Guts",Ulcer,Vapours,Vomiting,"Water in the Head",Wen,Wind,Wolf,Worms,Abortive,Overlaid,Still-born,Drowned,"Drowned (Descriptive Text)","Found Dead","Found Dead (Descriptive Text)",Executed,"Executed (Descriptive Text)",Killed,"Killed (Descriptive Text)",Suicide,"Suicide (Descriptive Text)",Other,"Other (Descriptive Text)","Christened (Male)","Christened (Female)","Christened (In All)","Buried (Male)","Buried (Female)","Buried (All)","Increase/Decrease in Burials"
1027,14601,1104,1,1703,17,Laxton-1703-17-verso,6,April,13,April,26,,2,,,,,,,1,,,4,2,,2,56,114,,,,25,,59,,10,"flox 0; small-pox 10",,,,,1,,,19,,,,,,,,,,4,,4,,,,,,,,3,,,,,1,,,,2,,,2,11,2,,1,,,,,,,,,,1,,,,7,,,1,,,,25,,3,1,,,,,1,,,,,6,2,7,3,"One accidentally at St Margaret in Westminster. And one at St Martin in the Fields.",,,,,1,"And one in a Duel at Margarei in Westminster.",3,"Hang'd themselves (being Lunatick) at St Sepulchres 2; Drowned himself (being Lunatick) at St Olave in Southwark 1.",3,"One accidentally by a Fall down Stairs at St Andrew in Holborn 1; One by a Fall from a Coach at St Botolph without Bishopsgate 1; Black Caterick 1",128,124,252,205,211,416,-32
1028,14602,1105,1,1703,18,Laxton-1703-18-verso,13,April,20,April,35,,1,,,,,,,1,,,2,,,2,47,99,,,,16,,60,,8,"flox 0; small-pox 8",,2,,,,,,17,,,1,,,,,,,2,,4,,,,,,,,4,,,,,1,,,,1,1,1,,7,2,,,,1,,,1,,,,1,,,,1,6,,,2,1,,,22,,2,,,1,,,,,,,1,4,2,9,1,"Drowned at St Margaret in Westminster 1. ",,,,,1,"Murder'd (by a Sword) at St Paul at Covent Garden 1.",2,"Cut her Throat (being Dstracted) at Hamsted, Buried at St Martin in the Fields 1; Hang'd herself (being Lunatick) at St Dunstan at Stepney 1.
",1,"Green-Sickness 1",133,126,259,189,184,373,-43
1029,14603,1106,1,1703,19,Laxton-1703-19-verso,20,April,27,April,31,1,1,,,,,,,2,,,7,1,,4,47,120,,,,31,,56,1,17,"flox 0; small-pox 17",,,,2,,,,11,,,,,,2,1,,,2,,,,,,,1,,,,,,,,,,,1,,,,1,7,,,1,,,,,,,,,1,,,,1,4,,,2,,,,30,1,8,,,,,,,,,,,3,1,5,1,"Drowned at St Mary Magdalen Bermondley 1.",1,"Found dead (a Female Infant) in a Pond at St Giles in the Fields 1.",,,,,1,"One killed himself by a shot from a Pistol (being Distracted, so reported in the Coroner's Warrant) at St Martin in the Fields.",2,"Cut of the Stone 1; And one by the Fall of a Brick-Bat at St Clement Danes 1",139,145,284,203,206,409,36
1030,14604,1107,1,1703,20,Laxton-1703-20-verso,27,April,4,May,31,,2,,,,,1,,,,,2,,,2,57,79,,,1,15,,45,,9,"flox 0; small-pox 9",,4,,,,,2,15,,1,,,,2,,,,3,,1,,1,,,2,,,1,,,,,,,,,,,,,7,,,1,,,,,1,,,,2,,,,1,6,,,1,1,,,26,2,3,1,,1,,,,,,,1,4,1,11,1,"Drowned accidentally in the Thames at St Paul at Shadwel 1.",,,,,1,"Murthered on the River of Thames (so reported in the Coroner's Warrant) at St John at Wapping 1.",1,"Hang'd herself (being Lunatick) at St Botolph without Bishopsgate 1.",,,133,126,259,180,169,349,-60
1071,14605,1108,1,1703,21,Laxton-1703-21-verso,4,May,11,May,33,,4,,,,,,,1,,,1,,,2,44,96,,,,17,,56,,15,"flox 0; small-pox 15",,3,,,1,,,26,,,,,,1,,,,2,,2,,,,,,,,,,,,,,,,,,1,,,12,2,,,,,,,,,,,1,,,,,2,1,,,,,,28,2,5,,,,,,,,1,,1,3,1,2,1,"Drowned at St Margaret in Westminster 1.",,,,,,,1,"Hanged himself (being Distracted) at St James in Westminster 1.",1,"Hectick Fever 1",134,141,275,183,186,369,20
1072,14606,1109,1,1703,22,Laxton-1703-22-verso,11,May,18,May,22,,2,,,,,,,,,,4,,,1,56,104,,,,12,,59,1,19,"flox 0; small-pox 19",,1,,,,,,13,,,,,,2,,,,2,,2,,,,,2,,,2,,1,,,,,,,1,,,,1,1,,,,,,,,,,1,1,,,,1,6,,,1,1,,,26,2,3,,,,,,,,,,,1,1,10,4,"Drowned 4. One at St Saviour in Southwark. Two accidentally in the Thames at St Dunstan at Stepney. And one in a Drill at Christ Church in Surry.",,,,,,,1,"Kill'd accidentally with a Gun at St Martin in the Fields 1. ",,,119,127,246,187,180,367,-2
1073,14607,1110,1,1703,23,Laxton-1703-23-verso,18,May,25,May,19,,,,,,,,,1,,,4,,,2,62,98,,,,16,,45,,13,,,1,,,1,,,14,,,,,,,,,,2,,1,,,,,1,,,7,,,,,,,,,2,,,,9,,,,,,,,,,,,4,,,,2,13,1,,1,,,,25,1,2,,,,,,,,,,,1,1,12,3,"Drowned 3 One in the Thames, Buried at Sy Sepulchres. One at St Giles in the  Fields. And one in the Thames at St Mary at Rotherhith.",1,"Found Dead (an Infant) at St Botolph without Bishopsgate 1.",2,,1,"Murthered at St Christopher-Parish 1.",1,"Stabbed himself with a Knife at St Mary ar Rotherhith 1.",2,"One accidentally by a Bruise, received by a Fall at St Andrew in Holborna; And one by a Coach at St Martin in the Fields 1.",136,139,275,196,175,371,4
1074,14608,1138,1,1703,24,Laxton-1703-24-verso,25,May,1,June,16,,1,,,,,,,2,,,3,,,1,57,99,,,,20,,60,,18,"flox 0; small-pox 18",,1,,,2,,,12,,,1,,,1,,,,3,,3,,,,,,,,6,,,,,,,,,,,,1,7,1,,1,,,,,,,,,5,,,,2,5,,,,1,,,24,1,1,,,,,,,,,,,3,,6,2,"One at St Andrew in Holborn: And one in Fleet-Ditch, Buried at St Giles without Cripplegate.",,,,,,,,,2,"Burnt accidentally by a Candle at St Bartholomew by the Exchange I.;
Killed with a Kick of an Horse at St Margaret in Lothbury 1. ",121,128,249,185,182,367,-6
1075,14609,1139,1,1703,25,Laxton-1703-25-verso,1,June,8,June,23,,2,,,,1,,,,1,,3,1,,1,60,88,,,,14,,60,,11,,1,,,1,,,,18,,,,,,2,,,,1,,1,,,,,,,,3,,,,,,,,,,,,,1,2,,,,,,,,,,,2,,,,,2,,,,1,,,17,,3,,1,2,,,,,,,2,4,4,6,1,"Drowned accidentally at Shadwel, Bluried at St Sepulchres I.",,,,,1,"And one by a Sword at St Giles in the Fields, Buried at St Margaret in Westminster",1,"Cast himself out of a Window at St Clement  Danes I. ",3,"Died by Misfortune (io reported at the Coroner's-Warrant) at St Dunstan at Stepney I;
One by a Fall into a Fleet-Ditch at St Anne in Blackfryars
Kick of an Horse at St Stephen in Colemanstreet. 
",130,135,265,179,167,346,-21
1076,14610,1140,1,1703,26,Laxton-1703-26-verso,8,June,15,June,31,,,,1,,,,,6,,,2,1,,1,40,79,,,,16,,50,,14,,1,,,,,,,13,,,,,,,,,,4,,,,1,,,,,,3,,,,,2,,,,,,,,7,,,1,,,,,,,,,2,2,,,,3,,,1,1,,,13,,4,,,,,,,,,,,2,3,5,1,"Drowned accidentally in the New-River, Buried at Botolph without Aldergate I. ",,,,,2,"Choaked at St Anne in Westminster;
Murthered at St Martin in the Fields I. ",1,"Hang'd himself (being Lunatick) at St Gabriel in Fenchurchstreet, Buried at St Margaret Pattons I",3,"One by a Fall from the Mast of a Ship at St Dunstan at Stepney: One at St James in Westminster. And one by a Fall from a House at St Martin in the Fields",129,136,265,153,163,316,-30
1077,14611,1141,1,1703,27,Laxton-1703-27-verso,15,June,22,June,21,,1,,,,,,,2,1,,,1,,3,59,82,,,,10,,41,1,15,,,2,,,1,,,10,,,,,,1,,,,4,,3,,,,,,,,2,,,,,,,,,,2,,,7,2,,,,,,,,,,,15,,,,1,2,,,3,3,,,16,1,,,,,,,,,,,1,5,,5,2,"Drowned 2. Once accidentally in the Thames at St Mary at Rotherhith. And one in the Thames at St Mary at Whitechappel.",,,,,2,"Choaked at St Martin at Ludgate;
Kill'd with an Hammer at St Clement Danes I.",,,,,125,119,244,159,151,310,-6
1078,14612,1143,1,1703,28,Laxton-1703-28-verso,22,June,29,June,21,,,,,,1,,,6,1,,1,,,,37,91,,,,9,,34,,18,"flox 0: small-pox 18",,2,,,1,,,13,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,1,,,,1,,7,,,,,,,1,,,,,,,,1,1,,,,,,,22,1,1,,,1,,,,,,,,2,1,4,4,"Drowned 4. One accidentally at  St Botolph without Aldgate. One accidentally in a Pond at St Giles in the Fields. One in the Thames at St. Paul at Shadwel. And one at St Martin in the Fields. ",,,,,,,1,"Shot himself (being Lunatick) at Mary in the Savoy ",,,130,125,255,141,147,288,-22
1079,14613,1175,1,1703,29,Laxton-1703-29-verso,29,June,6,July,35,,2,,,,,,,,1,,5,1,,,36,91,,,,8,,36,1,10,"flox 0; small-pox 10",,2,,,1,,,18,,,,,,,,,,1,,5,,,,,1,,,,,,,,,,,,,,2,2,6,2,,,,1,,,,,,,1,,,,2,6,,,1,1,,,14,,2,1,,1,,,,,,1,1,2,,12,1,"Drowned accidentally in the Thames at St Dunstan in the East 1.",2,"Found dead in the Thames (Two Infants) at St Mary at Rotherhith",,,,,,,2,"sore leg 1; Kill'd by a Fall down Stairs at St James in Westminster 1. ",141,146,287,155,162,317,25
1080,14614,1176,1,1703,30,Laxton-1703-30-verso,6,July,13,July,18,,1,,,,,,,,,,5,1,,1,39,97,,,,10,,40,,15,"flox 0; small-pox 15",,7,,,,,,11,,,,,,1,,,,4,,1,,,,,2,,,2,,,,,,,,2,1,,,,4,1,,,,,,,,,,,,,,,,8,,,,,,,12,2,2,,,,,,1,,,,1,3,1,11,,,1,"Found dead in the River Lee, Buried at St John at Hackey 1. ",,,,,,,,,143,152,295,148,157,305,-12
1081,14615,1177,1,1703,31,Laxton-1703-31-verso,13,July,20,July,15,,1,,,,,,,2,,,5,1,,1,40,106,,,,11,,43,1,20,"flox 0; small-pox 20",,,,,,,,20,,,,,,3,1,,,,,2,,,,,,,,2,,,,,,,,,,,,1,2,2,,2,,,,,,,,,2,,,,,,,,,2,,,17,1,,,,,,,,,,,1,1,,8,1,"Drowned in the Thames at St Dunstan at Stepney 1.",,,,,1,"And one accidentally by another's man falling on him from a Ladder at St James in Westminster.",1,"Hanged himself (being Lunatick) at St Botolph without Bishopgate 1. ",2,"One by a Fall from the Eaves of an House at St Martin Orgars. One by a Fall out of a Window at St Mary Aldermanbury.",143,137,280,168,154,322,17
1082,14616,1178,1,1703,32,Laxton-1703-32-verso,20,July,27,July,17,,1,,,,,,,2,,,3,,,2,38,93,,,,7,,53,2,27,"flox 0; small-pox 27",,,,,,,,20,,,,,,2,,,,4,,2,,,,,2,,,,,,,,1,,,,,,,2,4,1,,,,,,,,,,,,,,,,3,,,,2,,,23,1,1,,,2,,,,,,,,2,,8,3,"One accidentally falling from a Lighter at St. Martin Vintrey.  One at St Dunstan at Stepney. And one at St Mary at Rotherhith.",,,,,1,"Killed at St Margaret in Westminster 1",,,1,"Distracted 1",129,120,249,171,159,330,8
1083,14617,1179,1,1703,33,Laxton-1703-33-verso,27,July,3,August,29,,1,,,,,,,3,,,5,2,,3,42,102,,,,7,,39,,20,"flox 0; small-pox 20",,5,,1,,,,15,,,,,,,,,,5,,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,3,,1,1,1,,,25,1,1,,,2,,,,,,,2,,,12,3,"One accidentally in a Pond at St Andrew in Holborn.  One at St Dunstan at Stepney. And one in the Thames at St Paul at Shadwel.",,,,,,,,,1,"Killed accidentally by the Whipstaff belonging to the Rudder of a Ship at St Paul at Shadwel 1. ",132,141,273,166,172,338,8
1084,14618,1180,1,1703,34,Laxton-1703-34-verso,3,August,10,August,12,,5,,,,,,,1,,,3,,,7,31,105,,,,10,,42,1,23,"flox 0; small-pox 23",,,,,2,,,27,,,,,,2,,,,2,,,,,,,,,,1,,,,,,,,,,1,,1,7,,,,,,,,,,,,1,,,,,2,,,1,1,,,36,,2,,,,,,,,,,2,,1,8,1,"Drowned accidentally in the Thames, Buried at the German-Church in Trinity-Lane ",,,,,,,,,1,"Killed accidentally by a Fall from his Horse in the Parish of Hayes, Buried at St James at Clerkenwell 1. ",152,147,299,172,167,339,1
1085,14619,1181,1,1703,35,Laxton-1703-35-verso,10,August,17,August,20,,2,,,,,,,2,,,2,,,2,51,123,,,,12,,51,,28,"flox 0; small-pox 28",,1,,,,,,28,,,,,,1,,,,1,,3,,,,,,,,,,1,,,,,,,,,,,5,2,,1,,,,,1,,,,1,,,,,,,,2,1,,,39,,5,,,1,,,,,,,,1,,6,3,"Two at St Dunstan at Stepney. And one in  the Thames at St Katharin by the Tower. ",,,1,,,,,,1,"Killed accidentally by a Fall from a Warehouse at St Botolph at Billingsgate 1. ",128,134,262,191,207,398,59
1086,14620,1182,1,1703,36,Laxton-1703-36,17,August,24,August,28,,,,,,,,,2,,,2,,,2,65,149,,,,18,,72,2,29,"flox 0; small-pox 29",,1,,3,,,,34,,1,,,,,,,,2,,,,,1,,,,,,,,,,,,,1,1,,,,8,1,,2,,1,,,,,,,3,,,,,2,,,1,1,,,29,1,1,1,,,,,,,,,,3,,5,1,"Drowned at St Dunstan at Stepney 1. ",1,"Found dead a (Male Infant at St Clement Danes 1.",,,,,2,"Threw themselves out at Window Two (being Lunatick) One at St Bennet Fink. And one at St Michael in Cornhill",1,"Killed accidentally by a Fall from an House at St Clement Danes 1",157,162,319,234,243,477,79
1087,14621,1183,1,1703,37,Laxton-1703-37-verso,24,August,31,August,18,1,3,,,,,,,1,,,6,,,1,57,129,,,,18,,84,2,26,"flox 0; small-pox 26",1,1,,,,,,27,,,,,,,,,,3,,1,,,,,1,,,1,,1,,,1,,,1,1,1,,,11,1,,1,,,,,,,,,,1,,,3,4,,,2,1,,,25,,3,,,2,,,,,,,1,2,,12,1,"Drowned at St Mary at Rotherhith 1.",,,,,1,"Murthered at St Leonard in Shoreditch 1. ",,,2,"One by a Fall into a Cellar at Bennet at Paulswharf 1; And one by the Wheel of Cart at St Michael at Queenhith 1.",145,138,283,224,235,459,18
1088,14622,1184,1,1703,38,"Laxton-1703-38-verso""",31,August,7,September,32,2,,,,,,,,2,,,8,3,,2,52,132,,,1,18,,85,,30,"flox 0; small-pox 30",,,,,,,,29,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,2,3,2,,1,,,,,,,,,1,,,,,,,,,,,,28,,5,,,1,,2,,,,,2,1,2,8,,,,,,,,,1,"Hanged himself (being Lunatick) at St James at Clerkenwel 1. ",1,"Killed accidentally by a Fall from an House at St Andrew in Nolborn 1. ",152,156,308,229,232,461,2
1089,14623,1075,1,1703,39,Laxton-1703-39-verso,7,September,14,September,40,,1,,1,,,,,2,,,4,1,,3,60,119,,,,16,,112,1,32,"flox 0; small-pox 32",,2,,,,,,26,,1,1,,,1,1,,,2,,,,,1,,,,,,,,,,1,,,,,,,,9,,,,,,,,,,,,3,,,,,9,1,,1,3,,,25,1,2,,,,,1,,,,,,4,,9,,,,,,,,,1,"Hang'd hreself at St Dunstan at Stpeney",,,171,183,354,253,244,497,36
1090,14624,1077,1,1703,40,Laxton-1703-40-recto,14,September,21,September,33,1,,,,,,,,,,,6,1,,1,51,87,,,,17,,90,,25,"flox 0; small-pox 25",,1,,,1,,,21,,,,,,2,2,2,,3,,4,,,2,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,1,,,,,5,1,,2,,,,9,,7,1,,,,,1,,,,,2,,9,1,"Drowned accidentally in the Thames at St Paul at Shadwel",,,,,1,"Killed by a Coach at St Ann in Westminster",,,,,123,126,249,202,192,394,-103
1132,14625,1079,1,1703,41,Laxton-1703-41-verso,21,September,28,September,34,,,,,,,,,1,,,7,1,,1,38,96,,,,11,,66,,32,"flox 0; small-pox 32",,,,,,,,16,,,,,,3,1,,,2,,1,,1,,,,,,1,,,,,1,,,2,,1,,,1,1,,,,,,,1,,,,3,,,,1,4,,,1,1,,,22,1,10,,,3,,,,,,,,,1,6,,,,,,,,,,,1,"Sore Leg",154,143,297,182,191,373,-21
1133,14626,1085,1,1703,42,Laxton-1703-42-verso,28,September,5,October,27,,4,,,,,1,,,,,3,,,3,44,89,,,,5,,64,,22,"flox 0; small-pox 22",1,2,,,,,1,17,,,,,,2,2,,,3,,2,,,,,,,,,,,,,,,,,,,,1,5,1,,,,,,,,,,,1,,,,2,9,,,1,1,,,24,2,4,,,1,,1,1,,,,,,,10,1,"Drowned at St Dunstan at Stepney 1",,,,,1,"Killed by a Cart at St Michael at Queenhith 1",,,3,"Scalded in a Brew-House at St Anne in Westminster 1; Pain in the Head 1; Sore Throat 1",172,179,351,183,178,361,-8
1134,14627,1087,1,1703,43,Laxton-1703-43-verso,5,October,12,October,26,,2,,,,,,,2,,,4,,,1,50,82,,,,11,,63,1,20,"flox 0; small-pox 20",,1,,,1,,1,20,,,,,,1,,,,3,,3,,,1,,1,,,1,,,,,,,,2,,,,1,2,1,,,,,,,,,,,3,,,,1,4,,,1,1,,,10,2,9,,,2,,1,,1,,,4,1,,14,,,1,"Found dead in a Ban Box (a Male Infant) at St Margaret in Lothbury",,,,,,,1,"Sore Leg",177,159,336,174,183,357,-4
1135,14628,1091,1,1703,44,Laxton-1703-44-verso,12,October,19,October,40,,1,,,,,,,2,,,2,1,,1,65,91,,,,19,,56,,26,"flox 0; small-pox 26",,3,,,,,,18,,,,,,1,,,,2,,2,,,,,,,,,,2,,,,,,,,1,,,11,,,,,,,,,,,,,,,,1,5,,,1,1,,,16,1,6,,,1,,,,,,,,,1,18,1,"Drowned in the Thames at St Margaret in Westmister",2,"One in the New River at St. James at Clerkenwel. And (a Male Infant) in a Coffin at St Paul in Covent Garden.",,,,,,,4,"Bruise in the Head 1; Sore Leg 1; One at St James in Wesminster 1; And one by an Horse at St James in Westminster, Buried at St Martin in the Fields 1",143,160,303,211,191,402,45
1136,14629,1158,1,1703,45,Laxton-1703-45-verso,19,October,26,October,23,,2,,,,,,,1,,,5,,,1,38,92,,,,13,,61,,28,"flox 0; small-pox 28",1,1,,,,,,14,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,14,1,,,,,,,,,,,1,,,,1,2,1,,2,1,,,23,,2,,,,,,,,,,1,1,1,6,,,,,,,1,"Murthered at St Andrew in Holborn 1",1,"Distracted 1",1,"Killed by a Fall from an House at St Andrew in Holborn 1",169,152,321,167,177,344,-58
1137,14630,1164,1,1703,46,Laxton-1703-46-verso,26,October,2,November,26,,3,,,,,,,2,,,8,2,,3,45,91,,,,22,,62,,26,"flox 0; small-pox 26",,,,,,,,10,,,,,,,1,,,3,,,,,,,1,,,,,,,,,,,,,,,1,4,2,,,,1,,,,,,,,,,,,3,,,1,1,,,20,,6,,,,,,,,,,1,5,,12,2,"One accidentally in the Thames at St John at Wapping. And one at St Mary at Lambeth ",,,,,,,1,"Hanged himself (being Lunatick at St Sepulchres 1",1,"Stifled at St Saviour in Southwark 1",170,183,353,179,187,366,22
1138,14631,1165,1,1703,47,Laxton-1703-47-verso,2,November,9,November,29,,,,,,,,,1,,,4,,,1,50,78,,,,27,,58,,34,"flox 0; small-pox 34",,,,,,,,14,,,,,,1,,,,2,,3,,,,,1,,,,,,,,,,,1,,1,,,7,2,,,,,,,1,,,,2,,,,2,4,,,4,2,,,13,,6,,,1,,,,,,,2,2,1,4,3,"One at St Dunstan at Stepney . One in the Thames at St John at Wapping. And one in the Thames at St Margaret in Westminster",,,,,3,"One by a Sword at St Dunstan in the East, Buried at St Mary Magdalen Bermondsey 1; And one by a Dray at St Martin in the Fields 1; Shot with a Pistol at St Martin in the Fields 1",,,,,172,166,338,179,185,364,-2
1139,14632,1166,1,1703,48,Laxton-1703-48-verso,9,November,16,November,33,,2,1,,,,,,3,,,8,4,,2,69,112,,,,14,,63,1,26,"flox 0; small-pox 26",,2,,1,,,,19,,,,,,1,1,,,1,,2,,,,,,,,,,1,,,1,,,,,,,1,9,4,,1,,,,,,,,,,,,,1,8,,,2,3,,,19,1,1,,,,,,,,,,1,3,3,10,,,,,,,,,,,1,"Killed by a Fall off a Scaffold at St Margaret in Westminster 1",157,148,305,221,214,435,71
1140,14633,1167,1,1703,49,Laxton-1703-49-verso,16,November,23,November,37,,1,,,,,,,,,,5,2,,2,50,91,,,,15,,60,,28,"flox 0; small-pox 28",,1,,,1,,,12,,1,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,1,5,,,,,1,,,1,,,,2,1,,,,6,,,2,2,,,26,,2,,,,,,,,,,1,6,1,10,1,"Drowned accidentally in the Thames at St Magnus, Buried at St Andrew Wardrobe 1",,,,,1,"Found Murdered at St Peter in Cornhil 1",1,"Killed himself (being Distracted at St Clement Danes, Buried at St Sepulchres 1",1,"Bursten 1",152,160,312,189,192,381,54
2223,14981,956,1,1710,33,Laxton-1710-33-verso,,,1,August,24,,1,1,,,,,,1,1,,3,3,,,33,101,,,,8,,91,,79,"flox 0; small-pox 79",,,,,1,,,14,,,,,,1,,,,2,,1,,,,,1,,,5,,3,,,,,,,2,,,2,3,2,,1,,,,,,,,,12,,,,1,5,,,2,1,,,12,1,1,2,,2,,,,,,,2,3,2,10,2,"Drown'd in the Thames 2. One at Bridewel Precinct. And One at St Katherine by the Tower.",2,"One in a Drain for Water (a Male Infant) at St Botolph without Bishopsgate. And One in the Thames at St Katharine by the Tower.",,,,,,,,,150,128,278,215,229,444,-118
6396,16133,953,1,1752,38,Laxton-1752-38-verso,,,1,September,7,,2,3,,,,,,2,,,3,,,,56,111,1,,,9,,31,,54,"flox 0; small-pox 54",,,,,,,,3,,2,2,,,,,,,3,,1,,,,,1,,,1,,,,,2,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,13,4,2,,,,,,,,,,1,1,,9,,,,,,,,,,,1,"Fractured Skull one at St Mary Whitechapel.",159,121,280,179,149,328,-43
6749,16229,959,1,1722,44,Laxton-1722-44-verso,,,16,October,48,,1,2,,,,,,1,1,,2,,,2,69,165,,,,15,,69,,58,,,,,,2,,,16,,,1,,2,,,,,1,,,,,,,2,,1,4,,4,,,,,,1,1,,,,4,3,,1,,,,,,,,,,,,,3,3,1,,1,,,,39,3,9,1,,1,,1,2,,,,3,,2,15,,,1,,,,,,,,,,199,162,351,277,285,562,-13
8336,16745,962,1,1732,37,Laxton-1732-37-verso,,,29,August,19,,1,2,,,,1,,,,,4,,,,61,169,,,,15,,47,,26,"flox 0; small-pox 26",,4,,,,,,7,,2,,,1,1,,1,,3,,,,,,1,,,,1,,4,,,,,,1,,,,,1,,,2,,,,,,1,,,1,,,,,5,,,2,,,,28,4,,,,,,,,,,,1,19,4,11,3,"two buried at St. Olave in Southwark, and one at St. Saviour in Southwark ",,,,,,,1,"Hang'd herself (being Lunatick) buried at St. Botolph without Aldgate 1",2,"Kill'd by a fall down Stairs, buried at St. Mary Le-Bow 1; Stabb'd himself buried at St. Giles without Cripplegate 1;",190,155,345,233,196,429,-26
9668,17178,952,1,1740,53,Laxton-1740-53-verso,,,16,December,43,,1,6,1,,,,,2,,,8,,,1,98,110,,,,13,,56,,58,"flox 0; small-pox 58",,3,,,,,,3,,,,,,,,1,,2,,,,,,,1,,,,,4,,,1,,,3,,,,,1,,,,,,,,,,,,,,,,2,3,,,3,,,,24,1,8,,,2,,,2,,,,,,4,16,1,"Drowned at St. Olave in Southwark 1",2,"Found dead at St. Leonard Shoreditch 2",,,,,,,2,"Kill'd by a fall in a Ship buried at St. Dunstan in the East 1; Excessive Drinking 1",159,122,281,250,236,486,11
